Étiquettes de lignes;freqlemfilms2;nblettres;nbphons;old20;pld20
lyriques;0.95;8;5;2.35;1.85
macadam;0.23;7;7;2.95;2.85
machinal;0.2;8;7;2.05;2.05
machinale;0.2;9;7;2.5;2.05
machinales;0.2;10;7;2.65;2.05
machinaux;0.2;9;6;2.75;1.7
mâchonnait;0.22;10;6;2.6;1.75
mâchonnant;0.22;10;6;2.6;1.8
mâchonne;0.22;8;5;2.4;1.75
mâchonner;0.22;9;6;2.6;1.7
madone;5.25;6;5;1.95;1.75
madones;5.25;7;5;1.95;1.75
magistrat;3.28;9;8;3;2.5
magistrats;3.28;10;8;3.05;2.5
magot;2.24;5;4;1.7;1.35
maints;0.34;6;2;1.75;1
majuscule;1.65;18;16;6.4;6.7
majuscules;1.65;20;16;6.7;6.7
maladif;1.44;7;7;2.4;2.65
maladifs;1.44;8;7;2.4;2.65
maladive;1.44;8;7;2.5;2.6
maladives;1.44;9;7;2.6;2.6
malchance;5.68;9;6;2.7;2.25
maléfique;6.16;9;7;2.85;2.8
maléfiques;6.16;10;7;2.95;2.8
malfrat;1.53;7;6;2.8;2
malfrats;1.53;8;6;2.85;2
malicieuse;0.41;10;8;2.8;2.7
malicieuses;0.41;11;8;2.95;2.7
malicieux;0.41;9;7;2.9;2.5
manchette;2.34;9;5;2.3;1.85
manchettes;2.34;10;5;2.4;1.85
mandarine;1.43;18;14;4.7;5.3
manipula;12.35;8;8;2.3;2.3
manipulaient;12.35;12;8;3.15;2.35
manipulais;12.35;10;8;2.6;2.35
manipulait;12.35;10;8;2.6;2.35
manipulant;12.35;10;8;2.6;2.4
manipule;12.38;16;14;3.8;4.3
manipulé;12.35;8;8;2.4;2.4
manipulée;12.35;9;8;2.4;2.4
manipulées;12.35;10;8;2.4;2.4
manipulent;12.35;10;7;2.5;2.15
manipuler;12.35;9;8;2.2;2.4
manipulés;12.35;9;8;2.3;2.4
manipulez;12.35;9;8;2.35;2.4
manipulons;12.35;10;8;2.7;2.4
mansarde;0.5;8;6;2.25;1.85
mansardes;0.5;9;6;2.5;1.85
maquisard;0.16;9;7;3.3;2.6
maquisards;0.16;10;7;3.35;2.6
marchepied;0.64;10;8;3.55;2.75
marchepieds;0.64;11;8;3.7;2.75
marécage;3.18;8;7;2.55;2.2
marécages;3.18;9;7;2.7;2.2
marionnette;5.11;11;8;3.05;2.55
marionnettes;5.11;12;8;3.2;2.55
maritime;2.37;8;7;2.8;2.65
maritimes;2.37;9;7;2.85;2.65
mas;2.21;3;2;1;1
masaï;0.02;10;10;4;3.7
mastiquait;0.32;10;7;2.35;1.7
mastique;0.32;8;6;1.65;1.45
mastiqué;0.32;8;7;2.1;1.7
mastiquent;0.32;10;6;2.4;1.45
mastiquer;0.32;9;7;2;1.7
mastiqués;0.32;9;7;2.25;1.7
mastiquez;0.32;9;7;2.25;1.7
masure;0.47;6;5;1.75;1.8
masures;0.47;7;5;1.8;1.8
matérialisaient;1.05;15;11;3.4;2.4
matérialisait;1.05;13;11;2.95;2.4
matérialisant;1.05;13;11;2.75;2.4
matérialise;1.05;11;10;2.05;2.3
matérialisé;1.05;11;11;2.25;2.05
matérialisée;1.05;12;11;2.15;2.05
matérialisées;1.05;13;11;2.6;2.05
matérialisent;1.05;13;10;2.55;2.3
matérialiser;1.05;12;11;2.35;2.05
matérialisés;1.05;12;11;2.35;2.05
matériau;3.78;8;7;3;2.9
matériaux;3.78;9;7;2.95;2.9
maternité;3.49;9;9;2.35;2.55
maternités;3.49;10;9;2.55;2.55
maton;1.41;5;4;1.65;1
matraques;1.8;9;6;1.85;1.7
maturité;2.61;8;8;2.75;2.7
maugrée;0.29;7;5;1.95;1.75
maugréer;0.29;8;6;2.75;2.35
méconnais;0.27;9;6;2.4;1.85
méconnaissable;1.82;14;10;3.45;3.55
méconnaissables;1.82;15;10;3.75;3.55
méconnaissent;0.27;13;7;3.3;2.3
méconnaître;0.27;11;8;3.35;2.6
médiocrité;2.04;10;10;3.65;4.2
médiocrités;2.04;11;10;3.95;4.2
méditatif;0.2;9;9;2.6;2.95
méditative;0.2;10;9;2.75;3
méditerranéen;1.19;26;22;9.9;9.3
méditerranéenne;0.74;15;12;5.95;5.3
méditerranéennes;0.77;32;24;13.1;10.6
méditerranéens;1.19;28;22;10.1;9.3
méduse;1.98;12;10;3.4;3.5
méduses;1.98;14;10;4;3.5
mémère;1.03;6;5;1.9;1.85
mémères;1.03;7;5;2.05;1.85
mémorable;2.23;9;8;2.85;2.8
mémorables;2.23;10;8;2.8;2.8
mentalité;2.79;9;8;2.75;2.25
mentalités;2.79;10;8;2.85;2.25
mention;4.27;7;5;1.9;1.5
menuisier;3.54;9;8;2.65;2.8
menuisiers;3.54;10;8;3.2;2.8
méprend;4.7;7;5;2.3;1.85
méprendre;4.7;9;7;2.4;2.2
méprends;4.7;8;5;2.3;1.85
méprenez;4.7;8;7;2.55;2.15
méprenne;4.7;8;6;2.3;1.95
merdeux;8.78;14;10;4.4;3.3
métropolitain;0.23;26;22;9.7;9.2
métropolitains;0.23;28;22;9.9;9.2
mi;8.97;2;2;1;1
miaulait;1.15;8;5;2.2;1.65
miaulant;1.15;8;5;2;1.65
miaule;1.15;6;4;1.75;1.65
miaulent;1.15;8;4;2;1.65
miauler;1.15;7;5;1.8;1.65
miaulez;1.15;7;5;2.2;1.65
mie;1.41;3;2;1;1
mies;1.41;4;2;1;1
migraine;10.32;8;6;2.4;1.9
migraines;10.32;9;6;2.5;1.9
milice;3.77;6;5;1.75;1.65
milices;3.77;7;5;1.8;1.65
milliardaire;3.42;24;18;8.4;7.3
milliardaires;3.42;26;18;8.7;7.3
mirador;0.23;7;7;2.7;2.75
miradors;0.23;8;7;2.8;2.75
mire;2.29;8;6;2;2
mirettes;0.16;8;5;1.75;1.45
miroitaient;0.39;11;7;2.55;2.2
miroitait;0.39;9;7;2.4;2.2
miroite;0.39;7;6;1.9;1.75
miroitent;0.39;9;6;2.25;1.75
miroiter;0.39;8;7;2.2;2.2
miséricorde;8.79;11;10;4.55;4.65
miséricordes;8.79;12;10;4.5;4.65
mitard;1.91;6;5;1.9;1.6
miteuse;2.4;14;10;3.7;3.3
miteuses;1.98;8;5;1.9;1.65
miteux;2.4;12;8;3.8;2.8
mobilisation;0.86;12;11;2.8;2.65
modestement;0.52;11;9;3.45;3.5
module;7.23;12;10;3.2;3.4
modules;7.23;14;10;3.3;3.4
moelle;4.23;6;4;1.8;1.45
moelles;4.23;7;4;1.9;1.45
moelleuse;1.22;9;6;2.4;1.95
moelleuses;1.22;10;6;2.65;1.95
moelleux;1.22;8;5;2.65;1.75
moisir;3.85;6;6;1.7;1.6
moisira;3.85;7;7;2.05;1.95
moisirai;3.85;8;7;2.4;1.7
moisissant;3.85;10;7;2.5;2
moisisse;3.85;8;6;2.5;1.7
moisissent;3.85;10;6;2.4;1.7
moisit;3.85;6;5;1.8;1.75
moiteur;0.77;7;6;1.8;1.95
momentanément;1.29;13;10;4.4;4.45
momie;4.65;10;8;3.7;2.9
momies;4.65;12;8;3.7;2.9
monarchie;1.1;9;7;3.15;2.75
mongol;1.5;12;10;4.1;4
mongole;1.5;14;10;4.1;4
mongoles;1.5;16;10;4.5;4
mongols;1.5;14;10;4.8;4
moniteur;4.26;8;7;2;2.45
moniteurs;4.26;9;7;2.2;2.45
monitrice;4.26;9;8;2.75;2.75
monotonie;0.87;9;8;2.75;2.8
monseigneur;26.26;11;7;3.4;2.6
morbide;3.92;7;6;2.45;2
morbides;3.92;8;6;2.4;2
mordillaient;0.76;12;7;2.65;1.8
mordillant;0.76;10;7;2.45;1.8
mordille;0.76;8;6;1.65;1.6
mordillé;0.76;8;7;2.15;1.8
mordillée;0.76;9;7;2.15;1.8
mordiller;0.76;9;7;2;1.8
moribond;1.1;16;12;5.3;4.2
moribonde;1.1;18;14;5.2;5.5
moribonds;1.1;18;12;5.2;4.2
morsure;6.31;7;6;1.95;2
morsures;6.31;8;6;2.1;2
mortier;2.06;7;6;1.8;1.85
mortiers;2.06;8;6;1.9;1.85
mortuaire;1.86;9;7;2.65;2.55
mortuaires;1.86;10;7;2.7;2.55
morue;3.67;5;4;1.45;1.85
morues;3.67;6;4;1.5;1.85
mosaïque;0.58;8;6;2.55;2.6
mosaïques;0.58;9;6;2.6;2.6
mosquée;3.43;7;5;1.8;1.9
mosquées;3.43;8;5;1.9;1.9
mouflet;0.41;7;5;1.85;1.7
mouflets;0.41;8;5;1.9;1.7
mousqueton;0.72;10;7;3.55;2.9
mousquetons;0.72;11;7;3.5;2.9
mousseux;1.68;16;8;4.3;3.2
moutardes;3.95;9;6;2;1.7
moyennant;0.55;18;14;6;4.9
music-hall;1.85;10;7;4.2;2.6
music-halls;1.85;11;7;4.4;2.6
mutation;5.53;8;7;2.05;2
mutations;5.53;9;7;2.2;2
mutila;2.62;6;6;1.85;1.7
mutilait;2.62;8;6;2.2;1.65
mutilant;2.62;16;12;3.7;3.4
mutile;2.62;6;5;1.6;1.5
mutilent;2.62;8;5;2;1.5
mutiler;2.62;7;6;1.8;1.65
myope;1.95;10;8;3.8;3.9
myopes;1.95;12;8;3.8;3.9
mythologie;2.06;10;8;2.4;2.05
mythologies;2.06;11;8;2.85;2.05
nacre;0.58;5;4;1.6;1.5
nacré;0.38;10;10;3.2;3.2
nacrée;0.38;12;10;3.3;3.2
nacrées;0.38;14;10;3.4;3.2
nacrés;0.38;12;10;3.4;3.2
nageur;2.72;6;5;1.85;1.8
nageurs;2.72;7;5;1.9;1.8
nageuse;2.72;7;5;1.85;1.8
naissante;0.94;9;5;1.8;1.85
naissantes;0.94;10;5;2.15;1.85
naissants;0.94;9;4;1.85;1.45
nanti;0.72;15;12;5.1;4.65
nantie;0.72;18;12;5.4;4.65
nantis;0.72;18;12;5.25;4.65
naseau;0.35;6;4;1.95;1.65
naseaux;0.35;7;4;1.95;1.65
natif;1.1;10;10;3.8;3.5
natifs;1.1;12;10;3.9;3.5
naufragé;0.96;24;21;8.7;7.95
naufragés;0.96;27;21;8.4;7.95
navigation;3.25;10;9;2.8;2.9
néfaste;1.65;7;6;2.65;2.45
néfastes;1.65;8;6;2.8;2.45
négligeable;1.16;11;9;3.5;2.9
négligeables;1.16;12;9;3.75;2.9
négligence;3.01;10;8;2.7;2.35
négligences;3.01;11;8;3.25;2.35
nervosité;1.58;9;9;3.35;3.55
nicha;1.52;5;4;1.8;1.5
nichaient;1.52;9;4;1.95;1.4
nichait;1.52;7;4;1.85;1.4
niché;1.52;5;4;1.6;1.35
nichent;1.52;7;3;1.9;1
nicher;1.52;6;4;1.65;1.35
nichés;1.52;6;4;1.7;1.35
noirâtre;0.02;8;7;3;2.7
noiraud;1.07;14;10;5.3;3.2
noiraude;0.7;8;6;2.6;2.1
noirauds;1.07;16;10;5.2;3.2
noisette;3.12;16;12;4;4.3
nombril;4.34;7;6;2.75;2.6
nombrils;4.34;8;6;2.8;2.6
nonchalance;0.47;11;7;4.1;3.25
nostalgique;1.37;22;18;7.1;7
nostalgiques;1.37;24;18;7.5;7
notoire;1.81;7;6;2.55;1.95
notoires;1.81;8;6;2.6;1.95
noueux;0.22;6;3;1.95;1.65
nouille;5;14;6;2.8;2.6
nouilles;5;16;6;3;2.6
nounou;4.4;6;4;2.15;2
nounous;4.4;7;4;2.35;2
nourrisson;1.62;10;6;2.55;1.65
nouveau-né;3;20;12;8.2;4.3
nouveau-nés;3;22;12;8.4;4.3
nouveaux-nés;2.72;12;6;5.1;2.15
nuptial;2.92;7;7;2.8;2.95
nuptiale;2.92;8;7;2.75;2.95
nuptiales;2.92;9;7;2.85;2.95
nuptiaux;2.92;8;6;3.25;2.9
nymphe;1.77;6;3;2.45;1.65
nymphes;1.77;7;3;2.3;1.65
obéissance;4.24;10;7;2.95;2.35
obèse;2.3;10;8;3.8;3.6
obèses;2.3;12;8;4.3;3.6
obliquant;0.16;9;6;2.45;1.7
obliquent;0.16;9;5;2.35;1.7
obsèques;4.32;8;5;2.85;2.1
obstrua;1.35;7;7;2.35;2.35
obstruaient;1.35;11;7;2.8;2.2
obstruait;1.35;9;7;2.6;2.2
obstruant;1.35;9;7;2.6;2.35
obstrue;1.35;7;6;2.15;2.05
obstrué;1.41;14;14;4.6;4.7
obstruée;1.41;16;14;4.6;4.7
obstruées;1.35;9;7;2.45;2.35
obstruer;1.35;8;7;2.4;2.35
obstrués;1.41;16;14;4.7;4.7
obtus;1.17;5;4;1.9;1.55
obtuse;1.17;6;5;2.1;1.9
occase;1.25;6;4;2.4;1.8
occases;1.25;7;4;2.6;1.8
ocres;0.29;5;3;1.7;1.7
oeillet;3.53;7;3;1.95;1.25
oeillets;3.53;8;3;2.25;1.25
offusqua;1.04;8;6;2.5;2.25
offusquais;1.04;10;6;2.9;2.2
offusquait;1.04;10;6;2.55;2.2
offusquant;1.07;20;12;5.3;4.7
offusque;1.04;8;5;2.25;1.8
offusqué;1.08;16;12;4.8;4.1
offusquée;1.08;18;12;4.7;4.1
offusquent;1.04;10;5;2.55;1.8
offusquer;1.04;9;6;2.3;2.05
ogre;2.83;4;3;1.85;1.75
ogres;2.83;5;3;1.9;1.75
ombrage;0.6;14;10;3.5;3.5
ombrelle;0.97;8;5;2.6;1.85
ombrelles;0.97;9;5;2.65;1.85
omoplate;0.66;8;7;3.3;2.95
omoplates;0.66;9;7;3.5;2.95
onctueuse;0.24;9;6;2.8;2.65
onctueux;0.24;8;5;2.9;2.55
ondulation;0.26;10;8;2.65;2.5
ondulations;0.26;11;8;2.75;2.5
opina;0.38;5;5;1.75;1.7
opinait;0.38;7;5;1.8;1.6
opine;0.38;5;4;1.6;1.4
opiné;0.38;5;5;1.8;1.65
opiner;0.38;6;5;1.75;1.65
opium;3.95;5;5;2.25;2.35
oppressaient;1.11;12;6;2.7;1.85
oppressait;1.11;10;6;2.45;1.85
oppresse;1.11;8;5;2.05;1.8
oppressé;1.4;16;12;4.7;3.5
oppressée;1.4;18;12;4.7;3.5
oppressent;1.11;10;5;2.4;1.8
oppresser;1.11;9;6;2.25;1.75
opprimé;4.11;21;18;6.45;5.25
opprimée;4.11;24;18;6.3;5.25
opprimées;4.11;27;18;6.6;5.25
opprimés;4.11;24;18;6.45;5.25
opta;1.98;4;4;1.85;1.55
optais;1.98;6;4;1.9;1.5
optait;1.98;6;4;1.85;1.5
opte;1.98;4;3;1.65;1.4
opté;1.98;4;4;1.9;1.55
optent;1.98;6;3;1.95;1.4
opter;1.98;5;4;1.9;1.55
optèrent;1.98;8;5;1.95;1.8
optimiste;5.24;18;16;4.9;5.6
optimistes;5.24;20;16;5.4;5.6
optique;2.58;14;10;3.9;3.9
optiques;2.58;16;10;4.5;3.9
opulent;0.47;7;5;1.85;1.85
opulente;0.47;8;6;2.45;2.25
opulentes;0.47;9;6;2.55;2.25
opulents;0.47;8;5;2.5;1.85
oral;3.73;8;8;3.8;3
orangers;1.67;8;5;1.9;1.8
orateur;1.7;7;6;1.95;1.95
orateurs;1.7;8;6;1.95;1.95
orée;0.67;4;3;1.25;1
originaire;2.58;10;8;2.9;2.65
originaires;2.58;11;8;3.1;2.65
originalité;1.34;11;11;3.4;3.6
orthodoxe;2.86;18;16;7.5;7.6
orthodoxes;2.86;20;16;8.4;7.6
orthographe;3.34;11;8;3.1;2.45
oseille;1.78;7;4;1.8;1.85
ostensiblement;0.04;14;11;4.5;4.15
otage;26.4;5;4;1.75;1.65
otages;26.4;6;4;1.75;1.65
ouïes;2.38;5;2;1.9;1
ourlées;0.02;7;4;1.85;1.7
outragé;2.36;7;6;2;1.8
outrageant;2.72;20;12;5;3.5
outragée;2.36;8;6;2;1.8
outragées;2.36;9;6;2.05;1.8
outragent;2.36;9;5;2.25;1.75
outrager;2.36;8;6;1.9;1.8
outragés;2.36;8;6;2;1.8
outré;1.04;10;8;3.6;3.1
outrée;1.04;12;8;3.6;3.1
outrées;1.04;14;8;3.6;3.1
outrés;1.04;12;8;3.5;3.1
oxygène;14.56;14;14;5.4;5.7
pacifique;4.31;18;14;5.3;4.6
pacifiques;4.31;20;14;5.5;4.6
pagaille;5.21;8;5;2.3;1.9
pagailles;5.21;9;5;2.4;1.9
païen;3.61;10;8;3.9;3.1
païenne;3.61;14;10;4.4;3.6
païens;3.61;12;8;3.9;3.1
paillasson;1.06;10;6;3.4;1.95
paillassons;1.06;11;6;3.55;1.95
pais;2.29;4;2;1;1
paissaient;2.29;10;4;1.65;1
paissait;2.29;8;4;1.6;1
paissant;2.29;8;4;1.5;1
paissent;2.29;8;3;1.5;1
paître;2.29;6;4;1.85;1.1
palabre;0.78;14;12;3.6;3.6
palette;0.87;7;5;1.85;1.45
palettes;0.87;8;5;1.85;1.45
palissade;0.64;9;7;2.35;2.15
palissades;0.64;10;7;2.55;2.15
paluche;0.33;7;5;1.75;1.55
paluches;0.33;8;5;1.8;1.55
paniqua;19.76;7;6;2.05;1.65
paniquaient;19.76;11;6;2.55;1.65
paniquais;19.76;9;6;2.35;1.65
paniquait;19.76;9;6;2.35;1.65
paniquant;19.8;18;12;4.8;3.5
paniquent;19.76;9;5;2.1;1.65
paniquer;19.76;8;6;1.8;1.75
panoplie;1.44;8;7;2.85;2.9
panoplies;1.44;9;7;3;2.9
panorama;1.24;8;8;3.2;3.25
panoramas;1.24;9;8;3.4;3.25
panthère;2.08;8;5;2.6;1.45
panthères;2.08;9;5;2.6;1.45
pantin;3.96;6;4;1.85;1.6
pantins;3.97;14;8;3.7;3.2
paon;1.3;4;2;1.6;1
paonne;1.3;6;3;1.9;1
paons;1.3;5;2;1.6;1
parachute;5.91;18;14;4.6;4.7
parachutes;5.91;20;14;4.6;4.7
parachutiste;2.5;12;10;3.45;3.55
parachutistes;2.5;13;10;3.8;3.55
paradoxal;0.78;9;10;2.9;3.6
paradoxale;0.78;10;10;3.2;3.6
paradoxales;0.78;11;10;3.4;3.6
parages;5.99;7;5;1.75;1.5
paralysie;2.61;9;8;2.3;2.2
paralysies;2.61;10;8;2.55;2.2
parasite;10.29;24;21;6.9;6.75
parasites;10.29;27;21;7.35;6.75
paravent;1.77;8;6;1.85;1.75
paravents;1.77;9;6;2.55;1.75
parchemin;3.61;9;7;3;2.75
parchemins;3.61;10;7;2.8;2.75
pardi;2.66;5;5;1.6;1.3
parlante;5.63;16;12;3.6;3.6
parlantes;5.62;9;6;1.85;1.8
parlants;5.62;8;5;1.8;1.35
parlement;4.71;9;7;1.8;1.9
parloir;2.64;7;7;1.9;1.95
particularité;1.16;13;13;4.05;4.55
particularités;1.16;14;13;4.25;4.55
particule;3.46;9;8;2.25;2.5
particules;3.46;10;8;2.25;2.5
partition;3.49;9;8;2.55;1.95
partitions;3.49;10;8;2.35;1.95
pastille;1.51;8;6;1.8;1.75
pastilles;1.51;9;6;1.9;1.75
pastis;1.43;6;6;1.95;1.8
pâteuse;0.08;7;5;1.8;1.6
pâteux;0.08;6;4;1.85;1.05
patin;3.77;5;4;1.35;1
patina;2.54;6;6;1.8;1.65
patinait;2.54;8;6;1.85;1.45
patinant;2.54;8;6;1.9;1.7
patiné;2.54;6;6;1.6;1.4
patinée;2.54;7;6;1.65;1.4
patinées;2.54;8;6;1.7;1.4
patinent;2.54;8;5;1.9;1.1
patiner;2.54;7;6;1.75;1.4
patinés;2.54;7;6;1.65;1.4
patins;3.77;6;4;1.3;1
patriarche;1.3;10;9;2.9;2.8
patriarches;1.3;11;9;3.2;2.6
patriotique;1.95;11;10;3.3;3.5
patriotiques;1.95;12;10;3.35;3.5
pâturage;1.98;8;7;2.85;2.2
pâturages;1.98;9;7;2.85;2.2
pavée;0.92;5;4;1.45;1.05
pavées;0.92;6;4;1.6;1.05
péchais;9.87;7;4;1.8;1.35
péchait;9.87;7;4;1.65;1.35
péchant;9.87;7;4;1.75;1.4
pèche;9.87;5;3;1.7;1
pèchent;9.87;7;3;1.8;1
pécher;9.87;6;4;1.45;1
pécheur;9.82;14;10;3.6;3.7
pécheurs;9.82;16;10;4;3.7
péchez;9.87;6;4;1.8;1
peigner;2.25;7;4;1.7;1.35
pelage;0.44;6;5;1.8;1.85
pelait;1.78;6;4;1.65;1.55
pèle;1.78;4;3;1.25;1
pèlent;1.78;6;3;1.8;1
peler;1.78;5;4;1.7;1.65
peluche;4.21;7;5;1.8;1.75
peluches;4.21;8;5;1.95;1.75
penaud;0.21;6;4;1.85;1.65
penaude;0.21;7;5;1.8;1.95
penchants;3.27;18;8;4.5;2.8
pénétrante;0.89;10;8;2.6;2.55
pénétrantes;0.89;22;16;5.9;5.1
pénétrants;0.89;10;7;2.55;2.2
pénitence;2.96;9;7;2.55;2.55
pensante;1.09;8;5;1.75;1.75
pensantes;1.09;9;5;1.95;1.75
pensants;1.09;8;4;1.75;1
pépère;2.07;12;10;3.9;3.7
pépères;2.07;14;10;3.8;3.7
perçante;0.9;8;6;1.8;1.9
perçants;0.9;8;5;1.8;1.2
perfectionnait;2.27;14;11;2.9;2.8
perfectionne;2.27;12;10;2.5;3.05
perfectionné;2.27;12;11;2.7;2.85
perfectionnée;2.27;13;11;2.7;2.85
perfectionnées;2.27;14;11;2.9;2.85
perfectionner;2.27;13;11;2.85;2.85
perfectionnés;2.27;13;11;2.6;2.85
perfide;2.48;7;6;2.5;1.95
perfides;2.48;8;6;2.6;1.95
pernod;0.17;6;5;2.3;1.7
perplexité;0.21;10;11;3.6;4.35
persécuté;5.14;18;18;4.9;5.2
persécutée;5.14;20;18;4.8;5.2
persécutées;5.14;22;18;4.9;5.2
persécutés;5.14;20;18;4.8;5.2
persécution;2.4;11;10;2.95;3.2
persécutions;2.4;12;10;3.2;3.2
perturbé;15.6;16;16;4.8;5
perturbée;15.6;18;16;4.9;5
perturbés;15.6;18;16;5;5
pessimiste;1.86;20;16;6.9;5.6
pessimistes;1.86;22;16;7.2;5.7
pestais;0.34;7;5;1.7;1.45
pestait;0.34;7;5;1.65;1.45
pestant;0.34;7;5;1.65;1.4
pestent;0.34;7;4;1.75;1
pester;0.34;6;5;1.45;1.4
pet;4.3;3;2;1;1
pétille;0.32;7;5;1.7;1.7
pétillent;0.32;9;5;2.2;1.7
pétiller;0.32;8;6;1.9;1.75
pets;4.3;4;2;1.55;1
phalange;1;8;5;2.75;1.95
phalanges;1;9;5;2.8;1.95
phono;0.75;5;4;1.85;1.6
phonographe;0.87;11;8;2.5;2.3
phonographes;0.87;12;8;2.6;2.3
phosphorescent;0.38;14;9;4.9;4.15
phosphorescente;0.38;15;10;5.35;4.3
phosphorescentes;0.38;16;10;5.45;4.3
phosphorescents;0.38;15;9;5.4;4.15
physionomie;0.48;11;9;3.8;3.5
piaf;2;4;4;1.75;1.7
piafs;2;5;4;1.95;1.7
piaillaient;0.84;11;5;2;1.7
piaillait;0.84;9;5;1.85;1.7
piaille;0.84;7;4;1.8;1.65
piaillent;0.84;9;4;1.95;1.65
piailler;0.84;8;5;1.85;1.7
pianiste;5.75;8;7;2.5;2.6
pianistes;5.75;9;7;2.75;2.6
picolais;5.89;8;6;2.25;1.75
picolait;5.89;8;6;1.8;1.75
picolant;5.89;8;6;1.8;1.8
picole;5.89;6;5;1.65;1.75
picolé;5.89;6;6;1.8;1.7
picoler;5.89;7;6;1.7;1.7
picoles;5.89;7;5;1.8;1.75
pie;2.47;6;4;2;2
pied-noir;0.35;18;14;7.4;5.6
pies;1.59;4;2;1;1
piéton;1.6;12;10;3.5;3.3
piétonnes;1.6;18;12;5;3.9
piétons;1.6;14;10;3.6;3.3
pieu;5.45;4;3;1.4;1
pilant;3.34;6;4;1.55;1
pilé;3.34;4;4;1.25;1
piler;3.34;5;4;1.3;1
pilés;3.34;5;4;1.45;1
piment;4.76;6;4;1.3;1.2
piments;4.76;7;4;1.65;1.2
pique-nique;7.08;22;12;7.3;3.9
pique-niques;7.08;24;12;7.4;3.9
pirogue;0.76;7;5;2.6;1.95
pirogues;0.76;8;5;2.65;1.95
pirouette;1.49;18;12;4.6;3.5
pirouettes;1.49;20;12;4.7;3.5
piteuse;0.82;7;5;1.65;1.55
piteux;0.82;6;4;1.75;1.4
placide;0.29;7;6;1.9;2
placides;0.29;8;6;1.9;2
plant;2.54;5;3;1.2;1
plants;2.54;6;3;1.35;1
pleurnichais;5.75;12;8;2.5;2.35
pleurnichait;5.75;12;8;2.65;2.35
pleurnichant;5.75;12;8;2.75;2.4
pleurniche;5.75;10;7;2.35;2.15
pleurniché;5.75;10;8;3.05;2.4
pleurnichent;5.75;12;7;2.55;2.15
pleurnicher;5.75;11;8;2.25;2.4
pleurnichez;5.75;11;8;2.6;2.4
pliants;0.82;14;10;3.5;3.1
plumard;0.84;7;6;2.4;1.85
plumards;0.84;8;6;2.65;1.85
pluvieuse;0.79;9;7;2.65;2.55
pluvieuses;0.79;10;7;2.85;2.55
pluvieux;0.79;8;6;2.65;2.4
poignante;0.78;9;6;1.85;1.9
poignantes;0.78;10;6;2.35;1.9
poignants;0.78;9;5;1.85;1.5
poigne;1.96;6;4;1.5;1.35
poignes;1.96;7;4;1.45;1.35
poindra;5.28;7;6;1.75;1.7
poindre;5.28;7;5;1.7;1.7
pointillé;0.39;18;14;5;4.3
pointillés;0.39;20;14;5.3;4.3
poitrail;0.2;8;7;2.6;2.45
pompaient;5.24;9;4;1.9;1.35
pompais;5.24;7;4;1.85;1.35
pompait;5.24;7;4;1.8;1.35
pompant;5.24;7;4;1.8;1.5
pompé;5.28;10;8;3.6;2.5
pompent;5.24;7;3;1.9;1.1
pomper;5.24;6;4;1.65;1.25
pompés;5.28;12;8;3.6;2.5
pompez;5.24;6;4;1.8;1.25
porte-fenêtre;0.14;13;10;5.2;4.1
portes-fenêtres;0.14;15;10;6.3;4.1
portique;0.4;8;6;1.85;1.9
portiques;0.4;9;6;2.25;1.9
porto;2.3;5;5;1.6;1.5
portos;2.3;6;5;1.55;1.5
posthume;0.83;8;6;2.65;1.8
posthumes;0.83;9;6;2.75;1.8
potage;3.28;6;5;1.7;1.6
potager;2.62;14;12;3.6;3.8
potagers;2.62;16;12;4.9;3.8
potages;3.28;7;5;1.75;1.6
poudrant;0.95;8;5;1.9;1.75
poudrer;0.95;7;5;1.85;1.55
pouf;1.36;8;6;3;2
poufs;0.83;5;3;1.9;1
pouls;15.64;5;2;1.75;1
pourchassa;4.66;10;7;2.55;2.15
pourchassaient;4.66;14;7;3.35;2.05
pourchassais;4.66;12;7;2.75;2.05
pourchassait;4.66;12;7;2.65;2.05
pourchassant;4.66;12;7;2.6;2.1
pourchasse;4.66;10;6;2.2;1.7
pourchassé;4.66;10;7;2.6;2.15
pourchassée;4.66;11;7;2.7;2.15
pourchassées;4.66;12;7;2.8;2.15
pourchassent;4.66;12;6;2.4;1.7
pourchasser;4.66;11;7;2.25;2.15
pourchassés;4.66;11;7;2.6;2.15
préalable;1.5;18;16;5.7;5.9
préalables;1.5;20;16;5.8;5.9
préau;0.1;5;4;1.9;1.75
prêcheur;0.82;8;6;1.95;1.8
prêcheurs;0.82;9;6;2.2;1.8
prêcheuse;0.82;9;6;2.4;1.9
précoce;2.66;7;6;2.6;2.25
précoces;2.66;8;6;2.6;2.25
prélève;6.07;7;6;2.35;1.95
prélèvent;6.07;9;6;2.6;1.95
prélude;1.23;14;12;4;3.6
préposé;1.16;21;21;6.6;6.3
préposée;1.16;24;21;6.45;6.3
préposés;1.16;24;21;6.6;6.3
présages;2.99;8;6;2.2;1.85
présidence;4.27;10;8;2.3;1.95
présidences;4.27;11;8;2.5;1.95
présumé;10.91;14;14;4;3.6
présumée;10.91;16;14;4.1;3.6
présumés;10.91;16;14;4.1;3.6
prétexta;0.87;8;9;2.4;2.8
prétextait;0.87;10;9;2.55;2.8
prétextant;0.87;10;9;2.55;2.85
prétexté;0.87;8;9;2.55;2.9
prétexter;0.87;9;9;2.5;2.9
